loan_id,customer_id,customer_name,product_code,product_name,province,branch_id,origination_date,maturity_date,original_amount,current_balance,interest_rate,risk_grade,credit_score,property_value,ltv_ratio,approval_officer
LN-0000148,CUST-000673,Karen Jones,MTG-VAR,Variable Rate Mortgage,NB,BR-013,03/18/2023,2047-11-07,359108.77,317502.14,6.3594,BBB,685,449117.27,70.69,A. Sharma
LN-0000149,CUST-003531,Yuki Jackson,PL-SEC,Secured Personal Loan,AB,BR-018,2020-03-12,2025-02-14,9118.42,856.17,11.7148,BB,631,0,0,A. Sharma
LN-0000150,CUST-001390,Priya Garcia,AUTO,Auto Loan,ON,BR-005,2022-08-21,2028-07-20,66141.68,30076.04,5.5432,AA,783,0,0,C. Williams
LN-0000151,CUST-000877,William Martinez,MTG-VAR,Variable Rate Mortgage,ON,BR-001,2022-02-04,2046-09-26,352661.4,260935.42,5.9685,AA,789,570241.78,45.76,J. Taylor
LN-0000152,CUST-001646,Amara Hernandez,STUDENT,Student Loan,ON,BR-006,2022-09-11,2032-07-20,29212.26,20699.92,5.5072,BBB,708,0,0,H. Singh
LN-0000153,CUST-001637,Barbara Kim,STUDENT,Student Loan,NS,BR-025,2024-07-04,2034-05-13,58226.97,47011.86,6.7369,A,769,0,0,H. Singh
LN-0000154,CUST-002481,Jessica Rodriguez,AUTO,Auto Loan,NS,BR-022,12/01/2023,2029-10-30,61849.56,37597.21,8.4095,BBB,678,0,0,A. Sharma
LN-0000155,CUST-000697,David Nguyen,MTG-FIX,Fixed Rate Mortgage,BC,BR-008,2024-05-16,2049-01-05,507570.81,497581.8,5.5687,A,760,570978.03,87.15,J. Taylor
LN-0000156,CUST-004250,Thomas Thomas,PL-SEC,Secured Personal Loan,ON,BR-012,2023-06-25,2028-05-29,48506.5,27224.42,8.658,BBB,702,0,0,F. Kim
LN-0000157,CUST-001695,Amara Lopez,MTG-VAR,Variable Rate Mortgage,QC,BR-016,2022-11-13,2047-07-05,698621.64,562916.91,5.9655,BBB,689,1042604.74,53.99,A. Sharma
LN-0000158,CUST-001430,Richard Hernandez,MTG-FIX,Fixed Rate Mortgage,AB,BR-018,2019-07-03,2044-02-22,667130.16,510121.32,4.7302,BBB,717,1049987.65,48.58,D. Patel
LN-0000159,CUST-001760,Susan Rodriguez,HELOC,Home Equity Line of Credit,BC,BR-025,2021-02-02,2030-12-12,201131.69,92188.52,7.0803,BB,647,293155.34,31.45,I. Lopez
LN-0000160,CUST-002568,Priya Lee,PL-SEC,Secured Personal Loan,QC,BR-013,2025-01-08,2029-12-13,13413.19,10972.9,8.6299,BBB,710,0,0,G. Brown
LN-0000161,CUST-003059,Elizabeth Moore,AUTO,Auto Loan,ON,BR-013,2022-05-03,2028-04-01,69714.37,29961.36,7.5656,BB,631,0,0,E. Martin
LN-0000162,CUST-003695,Patricia Ahmed,HELOC,Home Equity Line of Credit,ON,BR-012,2025-01-10,2034-11-19,215694.05,211753.58,7.6132,A,721,326758.17,64.8,E. Martin
LN-0000163,CUST-000253,Thomas Martinez,STUDENT,Student Loan,BC,BR-002,2025-04-19,2035-02-26,32799.09,31156.81,5.7324,AA,755,0,0,A. Sharma
LN-0000164,CUST-003616,Susan Anderson,MTG-VAR,Variable Rate Mortgage,BC,BR-004,2024-07-21,2049-03-12,429835.71,358211.97,5.2264,AA,798,761359.12,47.05,D. Patel
LN-0000165,CUST-002873,Mohammed Garcia,PL-SEC,Secured Personal Loan,AB,BR-020,2019-05-13,2024-04-16,25237.96,2557.48,8.7429,A,761,0,0,E. Martin
LN-0000166,CUST-000781,William Nguyen,MTG-FIX,Fixed Rate Mortgage,ON,BR-014,2022-12-07,2047-07-29,472596.56,371265.95,5.6937,A,770,555795.93,66.8,C. Williams
LN-0000167,CUST-002202,fatima wilson,LOC,Line of Credit,NB,BR-015,06/27/2020,2025-06-01,16235.48,1649.03,11.057,B,579,0,0,I. Lopez
LN-0000168,CUST-000764,Carlos Patel,MTG-FIX,Fixed Rate Mortgage,QC,BR-022,02/13/2022,2046-10-05,586292.53,472225.74,6.2546,BB,669,692600.83,68.18,D. Patel
LN-0000169,CUST-003976,Sandra Ali,PL-SEC,Secured Personal Loan,MB,BR-022,2023-10-26,2028-09-29,42118.14,24053.67,9.4736,BB,656,0,0,A. Sharma
LN-0000170,CUST-002473,Richard Ahmed,PL-UNSEC,Unsecured Personal Loan,ON,BR-009,2019-03-08,2023-02-15,6099.83,572.32,14.0747,BBB,678,0,0,J. Taylor
LN-0000171,CUST-001749,Amara Williams,MTG-FIX,Fixed Rate Mortgage,ON,BR-005,2020-11-08,2045-06-30,136251.09,109110.2,5.7512,AA,795,233580.92,46.71,I. Lopez
LN-0000172,CUST-000840,David Hernandez,AUTO,Auto Loan,BC,BR-012,2022-11-08,2028-10-07,63112.09,30907.74,8.9585,A,715,0,0,F. Kim
LN-0000173,CUST-002877,Susan Patel,LOC,Line of Credit,ON,BR-024,2020-06-29,2025-06-03,33870.93,2925.37,10.8857,BB,648,0,0,A. Sharma
LN-0000174,CUST-002269,Jennifer Davis,MTG-FIX,Fixed Rate Mortgage,BC,BR-018,2019-12-22,2044-08-12,727615.06,489317.05,4.78,BBB,720,1214836.83,40.28,I. Lopez
LN-0000175,CUST-003210,Nancy Patel,AUTO,Auto Loan,AB,BR-002,2019-04-20,2025-03-19,65112.99,0,7.8044,A,722,0,0,E. Martin
LN-0000176,CUST-003448,Donna Jackson,PL-UNSEC,Unsecured Personal Loan,QC,BR-022,2021-09-14,2025-08-24,18486.22,1766.65,12.3605,A,765,0,0,F. Kim
LN-0000177,CUST-003404,Mohammed Singh,MTG-FIX,Fixed Rate Mortgage,BC,BR-013,2019-10-04,2044-05-25,109655.4,86227.19,4.9315,CCC,565,151172.27,57.04,H. Singh
LN-0000178,CUST-000542,Lisa Singh,MTG-FIX,Fixed Rate Mortgage,BC,BR-014,2022-06-23,2047-02-12,155315.09,141258.28,6.3418,BBB,710,190074.27,74.32,J. Taylor
LN-0000179,CUST-001125,JAMES GARCIA,PL-SEC,Secured Personal Loan,QC,BR-016,2023-11-15,2028-10-19,10219.4,5592.23,10.0615,AA,750,0,0,G. Brown
LN-0000180,CUST-003518,Karen Moore,STUDENT,Student Loan,BC,BR-003,2020-11-14,2030-09-23,25452.82,13388.4,6.6242,BB,671,0,0,B. Chen
LN-0000181,CUST-000945,Thomas Chen,MTG-VAR,Variable Rate Mortgage,NB,BR-017,2024-09-23,2049-05-15,316074.34,292894.03,5.9992,BBB,706,402159.8,72.83,A. Sharma
LN-0000182,CUST-002637,Jessica Anderson,MTG-FIX,Fixed Rate Mortgage,MB,BR-024,2023-01-30,2047-09-21,368085.63,341372.79,4.8002,AAA,831,528267.2,64.62,C. Williams
LN-0000183,CUST-000708,Carlos Smith,MTG-VAR,Variable Rate Mortgage,QC,BR-012,08/04/2019,2044-03-25,207606.61,163635.47,6.6087,BBB,724,315155.11,51.92,B. Chen
LN-0000184,CUST-000196,THOMAS JACKSON,MTG-FIX,Fixed Rate Mortgage,BC,BR-012,2024-03-15,2048-11-04,357791.54,353200.02,6.4437,A,710,408279.77,86.51,A. Sharma
LN-0000185,CUST-001167,Karen Williams,AUTO,Auto Loan,AB,BR-002,2023-03-22,2029-02-18,65185.39,33269.29,8.0453,AAA,793,0,0,H. Singh
LN-0000186,CUST-000511,Mohammed Kim,LOC,Line of Credit,MB,BR-005,2023-03-06,2028-02-08,25630.61,12243.99,11.2395,BBB,707,0,0,E. Martin
LN-0000187,CUST-003818,Margaret Anderson,MTG-FIX,Fixed Rate Mortgage,ON,BR-004,2022-08-29,2047-04-20,322640.4,244986.99,5.0439,A,716,531068.0,46.13,H. Singh
LN-0000188,CUST-002686,Elizabeth Williams,AUTO,Auto Loan,NS,BR-023,2021-12-21,2027-11-20,65411.34,24811.81,5.8165,A,723,0,0,C. Williams
LN-0000189,CUST-001146,Linda Smith,MTG-FIX,Fixed Rate Mortgage,ON,BR-002,2021-12-01,2046-07-23,674062.73,594553.24,4.8477,BBB,676,947096.24,62.78,B. Chen
LN-0000190,CUST-003633,William Williams,PL-UNSEC,Unsecured Personal Loan,NB,BR-011,2023-03-05,2027-02-12,24647.41,7848.51,14.5942,AA,762,0,0,J. Taylor
LN-0000191,CUST-001534,Karen Rodriguez,MTG-FIX,Fixed Rate Mortgage,NS,BR-015,2023-11-10,2048-07-01,675179.78,0,5.29,AA,772,1080027.34,0.0,D. Patel
LN-0000192,CUST-002042,Mary Wilson,LOC,Line of Credit,ON,BR-023,2022-04-23,2027-03-28,27450.12,8264.73,11.9139,BBB,682,0,0,B. Chen
LN-0000193,CUST-002302,Patricia Santos,MTG-VAR,Variable Rate Mortgage,BC,BR-016,2024-08-19,2049-04-10,292962.65,0,5.5409,BBB,727,351383.17,0.0,H. Singh
LN-0000194,CUST-003182,Ashley Das,AUTO,Auto Loan,QC,BR-006,02/15/2020,2026-01-14,26110.71,2498.11,6.344,CCC,574,0,0,B. Chen
LN-0000195,CUST-000311,Jennifer Johnson,MTG-FIX,Fixed Rate Mortgage,AB,BR-008,2019-04-26,2043-12-16,592417.02,423669.15,5.2034,BB,639,968880.52,43.73,A. Sharma
LN-0000196,CUST-001161,Linda Ahmed,AUTO,Auto Loan,ON,BR-017,2021-04-05,2027-03-05,62418.95,14073.76,6.6927,BBB,679,0,0,I. Lopez
LN-0000197,CUST-003992,Margaret Garcia,LOC,Line of Credit,NS,BR-023,2023-06-09,2028-05-13,31370.75,0,9.1828,A,750,0,0,H. Singh
LN-0000198,CUST-000015,Wei Ahmed,STUDENT,Student Loan,AB,BR-025,2021-07-03,2031-05-12,41604.24,22240.73,6.8506,B,616,0,0,H. Singh
LN-0000199,CUST-002618,Richard Patel,STUDENT,Student Loan,ON,BR-003,2021-06-23,2031-05-02,40180.57,0,4.3644,BBB,692,0,0,D. Patel
LN-0000200,CUST-003162,Yuki Chen,PL-UNSEC,Unsecured Personal Loan,AB,BR-014,2019-02-16,2023-01-26,10752.01,928.5,10.122,BB,623,0,0,H. Singh
LN-0000201,CUST-000604,Robert Martinez,STUDENT,Student Loan,MB,BR-001,2025-02-14,2034-12-24,25644.12,24414.23,6.9008,BBB,698,0,0,F. Kim
LN-0000202,CUST-003534,Richard Lee,MTG-VAR,Variable Rate Mortgage,NS,BR-014,2023-03-18,2047-11-07,196542.7,183720.43,5.15,AA,780,246734.2,74.46,A. Sharma
LN-0000203,CUST-004022,Elizabeth Johnson,MTG-FIX,Fixed Rate Mortgage,ON,BR-012,2025-03-19,2049-11-08,605426.67,536648.17,5.9599,A,735,807107.03,66.49,I. Lopez
LN-0000204,CUST-004007,Sarah Williams,MTG-FIX,Fixed Rate Mortgage,ON,BR-021,2024-05-21,2049-01-10,239772.36,200974.74,4.5515,BB,670,347943.17,57.76,G. Brown
LN-0000205,CUST-000793,Jennifer Kim,AUTO,Auto Loan,ON,BR-012,2023-12-31,2029-11-29,12900.1,8356.12,7.0391,B,618,0,0,F. Kim
LN-0000206,CUST-003902,Lisa Williams,PL-UNSEC,Unsecured Personal Loan,BC,BR-013,2019-09-07,2023-08-17,29746.31,2777.49,13.8196,BB,635,0,0,D. Patel
LN-0000207,CUST-001736,Joseph Jones,LOC,Line of Credit,AB,BR-002,2025-05-29,2030-05-03,35489.07,0,10.6014,BBB,680,0,0,B. Chen
LN-0000208,CUST-002672,Karen Moore,HELOC,Home Equity Line of Credit,NB,BR-015,2020-08-28,2030-07-07,254379.73,129092.4,6.6447,A,745,369161.57,34.97,C. Williams
LN-0000209,CUST-000828,Nancy Ahmed,LOC,Line of Credit,ON,BR-018,2023-09-15,2028-08-19,10063.35,5832.69,8.2482,BB,669,0,0,I. Lopez
LN-0000210,CUST-000318,Wei Ali,LOC,Line of Credit,MB,BR-011,2025-06-01,2030-05-06,32403.3,27828.7,7.6873,A,735,0,0,A. Sharma
LN-0000211,CUST-001868,William Martinez,PL-SEC,Secured Personal Loan,ON,BR-024,2023-03-06,2028-02-08,5910.48,2661.17,11.0869,BBB,676,0,0,B. Chen
LN-0000212,CUST-001303,Michael Martinez,HELOC,Home Equity Line of Credit,QC,BR-023,2020-01-01,2029-11-09,76682.31,33072.11,6.5285,A,713,104994.73,31.5,A. Sharma
LN-0000213,CUST-002953,Joseph Rodriguez,AUTO,Auto Loan,ON,BR-012,2019-04-29,2025-03-28,21292.93,1895.38,8.5631,B,628,0,0,H. Singh
LN-0000214,CUST-001340,sarah chen,PL-UNSEC,Unsecured Personal Loan,BC,BR-023,2019-05-06,2023-04-15,9983.96,937.71,11.6771,BBB,692,0,0,C. Williams
LN-0000215,CUST-000073,Amara Das,MTG-FIX,Fixed Rate Mortgage,ON,BR-005,2021-05-27,2046-01-16,699977.83,570433.84,5.7948,AAA,845,850410.02,67.08,C. Williams
LN-0000216,CUST-003824,Lisa Kim,AUTO,Auto Loan,AB,BR-017,2022-06-05,2028-05-04,56328.13,23035.96,7.9828,AAA,803,0,0,B. Chen
LN-0000217,CUST-002664,Karen Rodriguez,PL-UNSEC,Unsecured Personal Loan,ON,BR-021,2023-03-13,2027-02-20,20528.08,6939.77,12.3595,AA,767,0,0,B. Chen
LN-0000218,CUST-000209,Raj Martinez,PL-SEC,Secured Personal Loan,MB,BR-009,2021-09-11,2026-08-16,45485.92,8911.58,11.0271,A,718,0,0,F. Kim
LN-0000219,CUST-002937,Lisa Ahmed,LOC,Line of Credit,BC,BR-006,2025-06-01,2030-05-06,41720.66,39298.24,9.2158,BB,680,0,0,A. Sharma
LN-0000220,CUST-001821,Ashley Davis,PL-UNSEC,Unsecured Personal Loan,MB,BR-024,2020-06-08,2024-05-18,26450.32,2544.01,13.2137,AA,755,0,0,E. Martin
LN-0000221,CUST-001594,Linda Ahmed,LOC,Line of Credit,BC,BR-022,2022-04-19,2027-03-24,25869.23,7038.71,8.0889,B,600,0,0,F. Kim
LN-0000222,CUST-000663,Raj Hernandez,MTG-VAR,Variable Rate Mortgage,ON,BR-021,2020-07-16,2045-03-07,695408.71,576810.07,5.6853,AA,805,868735.35,66.4,J. Taylor
LN-0000223,CUST-003518,Wei Anderson,STUDENT,Student Loan,ON,BR-016,2021-05-07,2031-03-16,46865.63,26399.11,4.5901,AA,777,0,0,C. Williams
LN-0000224,CUST-002821,Lisa Jones,MTG-VAR,Variable Rate Mortgage,ON,BR-004,2019-02-27,2043-10-19,635203.84,446901.27,6.5137,AA,765,1009553.25,44.27,G. Brown
LN-0000225,CUST-004016,Ashley Nguyen,MTG-VAR,Variable Rate Mortgage,AB,BR-007,2022-05-06,2046-12-26,669078.03,552234.19,5.9119,AA,771,744537.98,74.17,B. Chen
LN-0000226,CUST-000307,priya ali,MTG-FIX,Fixed Rate Mortgage,SK,BR-021,2021-07-07,2046-02-26,609018.18,504752.17,4.7624,BB,665,783112.63,64.45,D. Patel
LN-0000227,CUST-001255,Susan Singh,MTG-VAR,Variable Rate Mortgage,BC,BR-022,2020-03-18,2044-11-07,492140.57,378541.69,5.0395,AAA,806,687310.0,55.08,J. Taylor
LN-0000228,CUST-002316,Linda Santos,AUTO,Auto Loan,ON,BR-004,2022-01-10,2027-12-10,50481.86,18113.29,7.9525,BBB,677,0,0,G. Brown
LN-0000229,CUST-000023,James Kim,HELOC,Home Equity Line of Credit,AB,BR-003,2021-04-06,2031-02-13,123428.51,60212.91,7.0244,BB,650,185408.47,32.48,F. Kim
LN-0000230,CUST-002164,Carlos Johnson,LOC,Line of Credit,QC,BR-004,2020-01-04,2024-12-08,40078.68,3986.69,7.8752,BBB,688,0,0,C. Williams
LN-0000231,CUST-001397,Sandra Lopez,PL-UNSEC,Unsecured Personal Loan,MB,BR-015,2022-07-04,2026-06-13,16057.84,3242.47,9.2534,B,611,0,0,B. Chen
LN-0000232,CUST-003455,Richard Brown,STUDENT,Student Loan,ON,BR-005,2022-11-04,2032-09-12,15057.82,11197.34,5.4027,BB,650,0,0,D. Patel
LN-0000233,CUST-000237,WILLIAM TAYLOR,PL-SEC,Secured Personal Loan,ON,BR-016,2023-09-01,2028-08-05,46005.2,26332.61,9.4134,B,592,0,0,C. Williams
LN-0000234,CUST-000781,Mohammed Kim,MTG-FIX,Fixed Rate Mortgage,BC,BR-024,2022-07-11,2047-03-02,108652.15,90523.83,6.2367,AAA,832,126989.39,71.28,F. Kim
LN-0000235,CUST-000614,Raj Hernandez,MTG-FIX,Fixed Rate Mortgage,ON,BR-008,2025-04-05,2049-11-25,724443.32,607241.57,5.7258,BBB,701,848000.89,71.61,E. Martin
LN-0000236,CUST-000973,Raj Chen,MTG-VAR,Variable Rate Mortgage,ON,BR-021,2023-03-31,2047-11-20,341966.2,290400.0,5.47,BBB,701,484046.51,59.99,D. Patel
LN-0000237,CUST-002793,Donna Sharma,MTG-FIX,Fixed Rate Mortgage,BC,BR-002,2020-01-08,2044-08-29,654248.3,492937.59,6.4263,AAA,832,921901.37,53.47,B. Chen
LN-0000238,CUST-002910,Nancy Jackson,PL-UNSEC,Unsecured Personal Loan,QC,BR-017,2024-04-21,2028-03-31,25649.72,15780.94,10.8614,A,731,0,0,C. Williams
LN-0000239,CUST-002769,David Nguyen,MTG-VAR,Variable Rate Mortgage,ON,BR-014,2023-08-04,2048-03-25,164176.9,133420.35,6.2217,B,622,199365.48,66.92,D. Patel
LN-0000240,CUST-003957,Barbara Singh,MTG-FIX,Fixed Rate Mortgage,AB,BR-019,2024-01-20,2048-09-10,420171.51,373325.2,5.6786,BBB,729,598975.5,62.33,A. Sharma
LN-0000241,CUST-003710,William Jones,MTG-FIX,Fixed Rate Mortgage,QC,BR-014,2022-08-11,2047-04-02,452877.08,414877.22,5.2693,AA,771,509038.21,81.5,D. Patel
LN-0000242,CUST-002381,Ashley Das,AUTO,Auto Loan,MB,BR-022,2025-02-21,2031-01-21,65945.99,62313.39,7.9916,BBB,715,0,0,E. Martin
LN-0000243,CUST-003420,Nancy Ali,MTG-FIX,Fixed Rate Mortgage,AB,BR-014,2025-01-31,2049-09-22,586018.38,499532.69,5.1448,CCC,580,747944.63,66.79,H. Singh
LN-0000244,CUST-002418,Susan Nguyen,PL-UNSEC,Unsecured Personal Loan,BC,BR-018,2019-08-20,2023-07-30,8596.78,758.4,13.3762,AAA,793,0,0,F. Kim
LN-0000245,CUST-003126,Priya Anderson,MTG-FIX,Fixed Rate Mortgage,QC,BR-022,2025-04-20,2049-12-10,705389.04,668657.47,5.9848,AA,792,1245295.81,53.69,J. Taylor
LN-0000246,CUST-001586,nancy thomas,MTG-VAR,Variable Rate Mortgage,BC,BR-006,2023-12-20,2048-08-10,597990.09,551676.91,6.823,AAA,828,966426.48,57.08,J. Taylor
LN-0000247,CUST-003821,Elizabeth Johnson,STUDENT,Student Loan,ON,BR-005,2020-05-03,2030-03-12,25745.9,11364.39,5.4998,CCC,541,0,0,C. Williams
LN-0000248,CUST-000559,RICHARD ANDERSON,LOC,Line of Credit,AB,BR-018,2022-05-18,2027-04-22,27074.79,8289.8,10.3634,BB,631,0,0,A. Sharma
LN-0000249,CUST-000073,Linda Kim,AUTO,Auto Loan,ON,BR-012,2022-09-21,2028-08-20,31519.32,16451.73,6.5275,A,758,0,0,H. Singh
LN-0000250,CUST-004235,Donna Moore,HELOC,Home Equity Line of Credit,SK,BR-017,2019-06-13,2029-04-21,212701.62,81067.18,6.8023,BBB,688,380744.22,21.29,J. Taylor
LN-0000251,CUST-001747,Mohammed Sharma,HELOC,Home Equity Line of Credit,ON,BR-004,2024-10-05,2034-08-14,47645.0,45182.03,6.2399,B,574,76381.89,59.15,I. Lopez
LN-0000252,CUST-000445,Barbara Santos,MTG-FIX,Fixed Rate Mortgage,QC,BR-009,2023-11-18,2048-07-09,552592.81,512180.44,6.3795,B,572,951708.67,53.82,F. Kim
LN-0000253,CUST-000519,Robert Singh,AUTO,Auto Loan,BC,BR-003,2023-05-09,2029-04-07,39323.17,21847.13,6.9156,A,751,0,0,A. Sharma
LN-0000254,CUST-003204,Nancy Patel,MTG-VAR,Variable Rate Mortgage,BC,BR-005,2019-12-21,2044-08-11,268910.47,191492.64,6.8534,A,744,428916.47,44.65,B. Chen
LN-0000255,CUST-000698,LISA MILLER,MTG-VAR,Variable Rate Mortgage,MB,BR-024,2023-03-09,2047-10-29,674434.99,621600.33,5.0223,CCC,558,980385.17,63.4,D. Patel
LN-0000256,CUST-000446,Carlos Patel,PL-SEC,Secured Personal Loan,AB,BR-018,2024-09-30,2029-09-04,11410.48,0,7.92,A,721,0,0,D. Patel
LN-0000257,CUST-003981,Yuki Hernandez,MTG-FIX,Fixed Rate Mortgage,AB,BR-020,2024-06-18,2049-02-07,766077.93,717156.02,5.2143,A,767,1240161.16,57.83,I. Lopez
LN-0000258,CUST-002945,William Kim,PL-SEC,Secured Personal Loan,AB,BR-024,2022-07-19,2027-06-23,48139.65,16109.25,7.8432,AA,803,0,0,E. Martin
LN-0000259,CUST-000627,Michael Ali,MTG-VAR,Variable Rate Mortgage,BC,BR-001,2024-06-17,2049-02-06,431003.1,398130.74,5.3515,A,726,534252.39,74.52,H. Singh
LN-0000260,CUST-001830,Nancy Jones,PL-UNSEC,Unsecured Personal Loan,AB,BR-015,2021-05-21,2025-04-30,31908.02,3059.0,12.0854,BB,645,0,0,E. Martin
LN-0000261,CUST-001468,Elizabeth Chen,AUTO,Auto Loan,ON,BR-024,2021-09-05,2027-08-05,65118.82,20617.45,8.3229,A,720,0,0,C. Williams
LN-0000262,CUST-000381,Robert Patel,HELOC,Home Equity Line of Credit,ON,BR-011,2019-09-15,2029-07-24,97698.21,37962.42,6.585,A,768,137772.86,27.55,A. Sharma
LN-0000263,CUST-002061,Priya Das,MTG-FIX,Fixed Rate Mortgage,NS,BR-008,2021-12-14,2046-08-05,505042.0,396868.28,5.6403,BBB,723,874920.79,45.36,B. Chen
LN-0000264,CUST-002301,Susan Jones,AUTO,Auto Loan,ON,BR-006,2024-05-28,2030-04-27,67666.18,54629.95,5.5231,B,611,0,0,J. Taylor
LN-0000265,CUST-000184,Jessica Johnson,MTG-FIX,Fixed Rate Mortgage,AB,BR-005,2023-08-26,2048-04-16,667820.84,580210.49,5.9405,BB,661,793440.06,73.13,C. Williams
LN-0000266,CUST-002323,Jennifer Miller,AUTO,Auto Loan,ON,BR-015,2025-06-02,2031-05-02,19546.23,19368.49,6.0822,BBB,671,0,0,E. Martin
LN-0000267,CUST-002808,Carlos Lee,AUTO,Auto Loan,BC,BR-019,2023-08-10,2029-07-09,49054.52,32403.82,8.2812,BBB,680,0,0,G. Brown
LN-0000268,CUST-000320,linda williams,MTG-FIX,Fixed Rate Mortgage,ON,BR-016,2024-11-11,2049-07-03,701714.18,633963.45,5.5087,AA,807,917079.4,69.13,J. Taylor
LN-0000269,CUST-003124,Ashley Martin,PL-SEC,Secured Personal Loan,SK,BR-024,2023-11-03,2028-10-07,28491.99,15386.22,8.8519,BBB,719,0,0,B. Chen
LN-0000270,CUST-000045,James Martin,LOC,Line of Credit,QC,BR-017,2021-11-08,2026-10-13,26471.36,6116.02,8.6626,BBB,682,0,0,A. Sharma
LN-0000271,CUST-002258,Wei Nguyen,MTG-FIX,Fixed Rate Mortgage,ON,BR-007,2022-07-17,2047-03-08,386191.55,315343.17,4.7132,BBB,706,569624.7,55.36,J. Taylor
LN-0000272,CUST-001883,Yuki Santos,HELOC,Home Equity Line of Credit,QC,BR-023,2025-03-22,2035-01-29,158034.04,145677.86,8.4713,BBB,725,202413.38,71.97,E. Martin
LN-0000273,CUST-003864,Mohammed Williams,STUDENT,Student Loan,ON,BR-003,2025-03-05,2035-01-12,38771.4,31691.36,6.396,BBB,679,0,0,I. Lopez
LN-0000274,CUST-004245,Nancy Miller,MTG-VAR,Variable Rate Mortgage,ON,BR-002,2023-06-30,2048-02-19,468379.35,423778.58,6.042,BBB,698,845833.86,50.1,G. Brown
LN-0000275,CUST-003322,Joseph Moore,PL-UNSEC,Unsecured Personal Loan,BC,BR-001,2019-05-28,2023-05-07,13871.42,1449.74,12.7576,BBB,695,0,0,D. Patel
LN-0000276,CUST-003310,James Rodriguez,PL-SEC,Secured Personal Loan,ON,BR-006,2025-04-09,2030-03-14,46175.4,44266.77,8.7405,AA,809,0,0,H. Singh
LN-0000277,CUST-003962,Jessica Nguyen,HELOC,Home Equity Line of Credit,ON,BR-011,2020-04-24,2030-03-03,245809.12,115084.14,8.3918,AA,778,276774.85,41.58,F. Kim
LN-0000278,CUST-002587,Fatima Lopez,STUDENT,Student Loan,BC,BR-017,2019-04-23,2029-03-01,31508.36,10355.61,4.9024,BBB,721,0,0,C. Williams
LN-0000279,CUST-002205,Barbara Chen,AUTO,Auto Loan,AB,BR-022,2023-06-23,2029-05-22,53790.36,29281.25,8.3738,A,723,0,0,J. Taylor
LN-0000280,CUST-000874,Linda Das,STUDENT,Student Loan,ON,BR-003,2021-09-18,2031-07-28,53000.84,28267.6,4.7237,BB,669,0,0,E. Martin
LN-0000281,CUST-004188,Karen Wilson,PL-SEC,Secured Personal Loan,AB,BR-008,2025-01-26,2029-12-31,48109.69,39079.68,11.2401,BBB,681,0,0,H. Singh
LN-0000282,CUST-003769,Margaret Singh,PL-UNSEC,Unsecured Personal Loan,ON,BR-001,2025-01-23,2029-01-02,3074.57,2660.18,10.7574,BBB,703,0,0,F. Kim
LN-0000283,CUST-003050,Donna Ahmed,MTG-FIX,Fixed Rate Mortgage,ON,BR-013,2021-11-29,2046-07-21,231006.71,176971.91,5.0257,BBB,697,370389.22,47.78,C. Williams
LN-0000284,CUST-001226,Amara Santos,MTG-VAR,Variable Rate Mortgage,ON,BR-001,2021-07-25,2046-03-16,588514.4,495799.98,6.4416,AA,801,664461.13,74.62,J. Taylor
LN-0000285,CUST-000492,Susan Sharma,MTG-FIX,Fixed Rate Mortgage,BC,BR-009,2024-10-18,2049-06-09,473787.81,432971.9,5.1315,CCC,526,598451.09,72.35,I. Lopez
LN-0000286,CUST-001630,Barbara Nguyen,HELOC,Home Equity Line of Credit,AB,BR-010,2023-01-18,2032-11-26,124084.31,92192.04,7.3937,A,765,157496.37,58.54,E. Martin
LN-0000287,CUST-003316,MICHAEL WILLIAMS,MTG-VAR,Variable Rate Mortgage,AB,BR-006,2019-11-18,2044-07-09,328642.6,245499.46,5.573,BBB,729,491916.68,49.91,A. Sharma
LN-0000288,CUST-001507,Mary Jones,MTG-VAR,Variable Rate Mortgage,ON,BR-024,2023-06-08,2048-01-28,262748.86,244316.78,5.8898,BBB,698,378112.4,64.61,B. Chen
LN-0000289,CUST-000682,David Rodriguez,MTG-FIX,Fixed Rate Mortgage,ON,BR-020,2021-05-12,2046-01-01,216837.33,154381.13,4.706,BB,669,314733.94,49.05,F. Kim
LN-0000290,CUST-002665,Amara Thomas,MTG-FIX,Fixed Rate Mortgage,AB,BR-018,2021-10-10,2046-06-01,616315.26,454216.79,5.3863,B,612,913202.46,49.74,G. Brown
LN-0000291,CUST-002537,Ashley Taylor,STUDENT,Student Loan,BC,BR-018,2025-01-17,2034-11-26,14737.02,0,6.0915,AA,783,0,0,B. Chen
LN-0000292,CUST-004030,Amara Martinez,MTG-FIX,Fixed Rate Mortgage,ON,BR-001,2020-09-29,2045-05-21,312501.04,253340.19,4.5002,A,744,565192.31,44.82,C. Williams
LN-0000293,CUST-003193,Priya Davis,PL-UNSEC,Unsecured Personal Loan,QC,BR-009,2025-02-23,2029-02-02,14330.25,11968.13,11.1763,BBB,711,0,0,E. Martin
LN-0000294,CUST-003731,Yuki Rodriguez,MTG-FIX,Fixed Rate Mortgage,AB,BR-023,2022-01-18,2046-09-09,299273.8,258316.74,5.9859,BBB,688,508428.87,50.81,F. Kim
LN-0000295,CUST-001235,James Taylor,AUTO,Auto Loan,ON,BR-007,2024-12-31,2030-11-30,11438.51,9196.91,8.9032,AAA,795,0,0,I. Lopez
